ask_price,ask_size,asset_turnover,bid_price,bid_size,cash_dividends_paid_ratio,cash_flow_to_capex,current_ratio,debt_to_equity_ratio,dividends,eps,far_price,free_cash_flow_to_net_income,gross_profit_margin,imb_flag,imb_size,lower_price_ratio,matched_size,near_price,operating_cash_flow_to_sales,operating_income_perc,quick_ratio,rdi_perc,ref_price,return_on_assets,return_on_equity,std_to_mean_price_perc,stock_id,target,upper_price_ratio,wap
1.0005128811100863,368893.67500964203,0.10258556406081173,0.9998790413347867,359982.56903915486,,-0.11394891944990176,0.6853158326497129,-2.523592014653713,0.0,-0.83,1.1566602587406725,-inf,0.19930277406912922,0.07797434392554708,699586.0913004108,0.7449601766885955,15121124.066611052,1.0004123830804057,inf,0.27018980275400073,0.2075061525840853,0.0,1.000228074033705,0.0,-0.0,0.12707500480274792,AAL,-0.001133621897040332,1.3088250979495293,1.0001967431877254
1.0001647973653298,46371.6854900151,0.07922477727505947,0.9999364050176204,44814.97184510824,0.0,-88.33333333333333,1.7842378576519702,-5.023836336336337,0.0,6.83,1.000325473485484,0.2994970278920896,0.8648807771563144,-0.004111428091961739,2201407.544295184,0.6765091086164973,51278018.21311965,1.0000305015942272,0.30292638317329673,0.5091899251191286,1.4628856531921393,0.29056865464632453,1.000055012669911,0.2040207099211717,-0.8209459459459459,0.10768267346879742,ABNB,-0.1981514876175533,1.2434766372573518,1.0000501720087263
1.0002274746340651,55447.698168662675,,0.999956869677312,55641.27767381903,0.0,-20.582417582417584,1.2491000719942404,4.016382134850836,0.0,3.26,0.9996018707584831,1.270135424091233,,-0.08507984031936128,6933512.181571025,0.6842831255534593,142087549.2458982,0.9997534172488357,1.3349964362081255,,1.0141588672906168,,1.0000866901197605,0.0482296321760055,0.24193826521814105,0.20568874979806742,ADBE,0.06747281214204923,1.3614571003486697,1.0000889169993348
0.99997024124644,40391.22750460714,0.027835977669440383,0.999793469174066,38078.64917657899,-0.858666211905383,-2.4922574429095308,1.3695912896430489,0.5593842202434621,3.44,1.0,0.997847126654381,1.4262805208354232,0.6061938888651655,-0.09700117272574971,4936750.58839923,0.8609179081601969,95994334.29455018,0.9981261068855755,2.3820676925546214,0.4545106745789802,1.2714919941480256,0.4526432036835414,0.9998781676997822,0.01021488538108759,0.015928931074863612,0.053240064549823995,ADI,-0.055932802143072544,1.126319902760315,0.9998799308929469
0.999998595030952,43779.23988037477,0.043698148553633555,0.9997581954994145,40165.56396603647,-0.600186176402141,-2.585114806017419,0.9818427454661437,-62.15001239771882,5.15,2.09,0.9985081376108416,0.23295322317896205,0.4164752824367272,-0.11995984607662707,3691595.295984607,0.8884912154585652,71863328.68094027,0.9987991702359043,0.3799162206190365,0.5096641229878015,0.11003257439599114,0.0,0.9998682674418604,0.017423707920751933,-1.0654599553682123,0.06066496569094015,ADP,-0.13344001167433495,1.1327314239745312,0.9998736568512632
1.0001543539556301,41769.839846797826,0.07663125948406677,0.9997887008790289,36598.85630891586,0.0,-0.9,0.751278118609407,46.07142857142857,0.0,1.13,0.9997958129761407,-0.008298755186721992,0.9101838755304101,-0.04395144411887819,1853002.248522394,0.8634251025990853,38188153.3641465,0.9997804558392632,0.07468879668049792,0.2595182595182595,0.5380879345603272,0.35571878279118574,0.9999621292591042,0.026121829611966182,1.2295918367346939,0.05746982959602019,ADSK,0.13273008801264125,1.1819997089336374,0.9999650057764755
0.9999046134404553,56707.91184199515,0.02807708965830439,0.9997682766758724,54408.100112980166,-0.4489199624334759,-1.0526284909645622,0.5973169239499561,-3.363774162527241,3.3699999999999997,1.83,0.997546589840154,0.09360325576541793,0.6101802796862422,-0.10410913047116914,2156590.1470198343,0.8367409776478205,38001553.16390158,0.9984304132563394,1.8721694667640614,0.41519911640179175,0.4254794690595047,0.0,0.9998295814712529,0.010074049467230693,-0.023812777842661226,0.06706615205903531,AEP,-0.2363718000641058,1.1857650027890259,0.9998357640806761
1.0003689922107473,60479.94593558551,0.02953123585653115,0.9997702982671101,60225.81846840539,-0.0,-2.76131445961415,54.54766757593404,-3.4694319584712763,0.0,-0.57,1.0045432792753368,-0.36723657172129953,0.5798262802916945,0.14887099597409417,990040.4667582706,0.4807639866638533,12607606.515645895,1.0010999270960967,-0.5757379950286117,-0.4649040849429164,43.16205903086401,0.0,1.000089121827411,-0.020432967228248243,0.05045782227983247,0.4947306150380628,AFRM,0.27640758773901625,2.8671015060439227,1.0000693395764046
1.0002701065868265,316359.47017536353,-0.0026360532068408797,0.9994197773310521,314459.2377656116,0.6428571428571429,-inf,,0.008806572499279332,1.4400000000000004,-0.68,1.0005163657827203,0.1326530612244898,-0.0,0.04627887082976903,297305.7678186484,0.7552730998457878,6180984.164988879,0.9999560640718562,0.1326530612244898,,inf,,0.9998670163387511,-0.0056007200925833325,-0.005650043240126838,0.07178482306289517,AGNC,-0.446046289111805,1.3586043401941783,0.9998416775876817
0.9998789756877261,41997.49710355851,0.050379624983615263,0.9996641456212669,41503.70138722975,0.0,-1.8188332093573998,2.3040120124714525,21.483558667423775,0.0,1.06,1.0016225219988222,1.0079418469933101,0.6032300897788052,-0.08000336502061076,1013420.4411979474,0.7480059676941324,22928734.085369732,0.9990332225961135,2.2388907575587695,0.3106802951190658,1.4476274258443338,0.2638878510259898,0.9997683773870615,0.01675438589167622,0.3766982181321595,0.14098196025036358,AKAM,-0.1757985026228653,1.2769568049774165,0.999772263817616
1.000392306047444,44662.87722519211,0.07598371841898562,0.9997815321583695,42809.99513280989,0.0,-13.273223033552084,1.2726433429141784,52.52390915790633,0.0,1.59,0.9981211553625124,2.187058891350359,0.6905502315108923,-0.11844303374540595,1336662.1903416305,0.589855594216654,28042047.437440693,0.9991884732709655,2.3652564915545966,0.2508701868262462,1.207431419707902,0.17864433394399373,1.0000593353658536,0.01921753895790348,1.0285978094213517,0.17005173081086353,ALGN,-0.0051184744679251565,1.382150072543336,1.0000805460240563
